N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
314.0,QV 코스피 변동성 매칭형 양매도 ETN,8005.0,15.0,-0.19%,0.0,,,
315.0,KG케미칼,40300.0,100.0,-0.25%,5000.0,66074.0,69819.0,5011.0
316.0,쿠쿠홀딩스,15650.0,240.0,+1.56%,100.0,7556.0,11495.0,879.0
317.0,파미셀,9130.0,30.0,-0.33%,500.0,602.0,1127.0,89.0
318.0,TIGER KOFR금리액티브(합성),101150.0,25.0,+0.02%,0.0,,,
319.0,HANARO 200,32755.0,385.0,+1.19%,0.0,,,
320.0,ACE 미국S&P500,13365.0,70.0,+0.53%,0.0,,,
321.0,한국카본,12280.0,110.0,+0.90%,500.0,3693.0,5853.0,248.0
322.0,KBSTAR 23-11 회사채(AA-이상)액티브,51390.0,20.0,+0.04%,0.0,,,
323.0,티와이홀딩스,10590.0,0.0,0.00%,500.0,3536.0,22830.0,224.0
324.0,동아쏘시오홀딩스,84800.0,200.0,-0.24%,5000.0,10149.0,17315.0,379.0
325.0,삼성SDI우,332500.0,500.0,-0.15%,5000.0,,,
326.0,영진약품,2935.0,35.0,+1.21%,500.0,2184.0,2031.0,-74.0
327.0,HSD엔진,7450.0,260.0,+3.62%,1000.0,7642.0,9562.0,-295.0
328.0,지누스,28200.0,50.0,-0.18%,500.0,11596.0,11148.0,656.0
329.0,유안타증권,2670.0,90.0,+3.49%,5000.0,24790.0,134199.0,433.0
330.0,동일산업,219000.0,500.0,-0.23%,5000.0,4981.0,4994.0,226.0
331.0,유니드,77500.0,900.0,+1.17%,5000.0,14049.0,14893.0,1479.0
332.0,신영증권,55800.0,100.0,-0.18%,5000.0,21122.0,110850.0,1213.0
333.0,ACE 종합채권(AA-이상)KIS액티브,96340.0,5.0,+0.01%,0.0,,,
334.0,KBSTAR 단기통안채,107380.0,20.0,+0.02%,0.0,,,
335.0,LG생활건강우,247500.0,6000.0,+2.48%,5000.0,,,
336.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9240.0,105.0,+1.15%,0.0,,,
337.0,화승엔터프라이즈,8530.0,200.0,+2.40%,500.0,16540.0,14758.0,528.0
338.0,KODEX 선진국MSCI World,20730.0,200.0,+0.97%,0.0,,,
339.0,고려제강,20450.0,100.0,-0.49%,1000.0,20726.0,25328.0,1335.0
340.0,삼성화재우,159300.0,600.0,-0.38%,500.0,,,
341.0,LF,17350.0,310.0,-1.76%,5000.0,19685.0,25840.0,1852.0
342.0,삼화콘덴서,48750.0,350.0,-0.71%,1000.0,2635.0,2875.0,305.0
343.0,미래에셋증권2우B,3550.0,5.0,-0.14%,5000.0,,,
344.0,삼성 레버리지 WTI원유 선물 ETN,1230.0,35.0,+2.93%,0.0,,,
345.0,KOSEF 200TR,39995.0,525.0,+1.33%,0.0,,,
346.0,한화손해보험,4240.0,90.0,-2.08%,5000.0,79926.0,202850.0,1343.0
347.0,진원생명과학,6360.0,80.0,-1.24%,1000.0,487.0,2229.0,-401.0
348.0,경동나비엔,33900.0,300.0,-0.88%,1000.0,11609.0,10180.0,598.0
349.0,KODEX 코스닥150,12590.0,80.0,+0.64%,0.0,,,
350.0,ARIRANG 종합채권(AA-이상)액티브,103015.0,220.0,-0.21%,0.0,,,
351.0,TIGER 미국S&P500선물(H),46910.0,185.0,+0.40%,0.0,,,
352.0,TIGER 24-10 회사채(A+이상)액티브,52405.0,70.0,+0.13%,0.0,,,
353.0,애경산업,18190.0,110.0,+0.61%,1000.0,6104.0,4826.0,390.0
354.0,JW중외제약,20750.0,250.0,+1.22%,2500.0,6844.0,6280.0,630.0
355.0,KODEX 미국S&P500TR,11810.0,65.0,+0.55%,0.0,,,
356.0,TIGER 단기채권액티브,51765.0,15.0,+0.03%,0.0,,,
357.0,아모레퍼시픽우,44300.0,250.0,+0.57%,500.0,,,
358.0,에어부산,3985.0,125.0,-3.04%,1000.0,4050.0,12279.0,-813.0
359.0,TIGER 미국달러단기채권액티브,11215.0,15.0,+0.13%,0.0,,,
360.0,동아에스티,54800.0,800.0,+1.48%,5000.0,6354.0,11577.0,167.0
361.0,NICE,12200.0,20.0,+0.16%,500.0,27529.0,33786.0,1452.0
362.0,TIGER KRX2차전지K-뉴딜,17400.0,230.0,+1.34%,0.0,,,
363.0,롯데손해보험,1474.0,6.0,+0.41%,1000.0,35446.0,189112.0,1294.0
364.0,신한 레버리지 WTI원유 선물 ETN(H),905.0,30.0,+3.43%,0.0,,,
365.0,미래에셋생명,2550.0,35.0,+1.39%,5000.0,35329.0,419973.0,1065.0
366.0,남해화학,9050.0,10.0,+0.11%,1000.0,21696.0,9029.0,626.0
367.0,송원산업,18720.0,160.0,-0.85%,500.0,13295.0,12173.0,1851.0
368.0,ACE 미국나스닥100,12965.0,135.0,+1.05%,0.0,,,
369.0,SGC에너지,30400.0,600.0,-1.94%,5000.0,28233.0,30544.0,2094.0
370.0,KB스타리츠,4380.0,45.0,+1.04%,500.0,,3.0,0.0
371.0,코람코에너지리츠,4995.0,65.0,+1.32%,500.0,344.0,12796.0,236.0
372.0,세아홀딩스,109400.0,900.0,-0.82%,5000.0,67458.0,59200.0,1961.0
373.0,KOSEF 200,32765.0,425.0,+1.31%,0.0,,,
374.0,화신,12420.0,170.0,-1.35%,500.0,16903.0,10046.0,874.0
375.0,콘텐트리중앙,22450.0,250.0,-1.10%,5000.0,8521.0,25881.0,-716.0
376.0,케이씨텍,20700.0,0.0,0.00%,500.0,3782.0,4833.0,603.0
377.0,KODEX 미국FANG플러스(H),22620.0,225.0,+1.00%,0.0,,,
378.0,애경케미칼,8770.0,10.0,+0.11%,500.0,21764.0,12341.0,951.0
379.0,SK디앤디,19200.0,280.0,-1.44%,1000.0,5634.0,21916.0,643.0
380.0,국도화학,47100.0,600.0,-1.26%,5000.0,16018.0,14991.0,969.0
381.0,ACE 200,33140.0,445.0,+1.36%,0.0,,,
382.0,KODEX 미국나스닥100TR,11165.0,115.0,+1.04%,0.0,,,
383.0,TIGER 차이나항셍테크,6145.0,85.0,+1.40%,0.0,,,
384.0,삼양사,40300.0,300.0,+0.75%,5000.0,26524.0,29496.0,820.0
385.0,효성화학,130100.0,900.0,-0.69%,5000.0,28786.0,31311.0,-3367.0
386.0,BGF,4335.0,45.0,-1.03%,1000.0,4350.0,19380.0,612.0
387.0,조일알미늄,3270.0,315.0,-8.79%,500.0,5624.0,3677.0,158.0
388.0,한화갤러리아,2130.0,50.0,+2.40%,500.0,,,
389.0,빙그레,41550.0,300.0,+0.73%,5000.0,12677.0,7693.0,394.0
390.0,롯데정보통신,26550.0,250.0,-0.93%,5000.0,10477.0,8719.0,343.0
391.0,남양유업,564000.0,6000.0,-1.05%,5000.0,9647.0,9023.0,-868.0
392.0,신한알파리츠,5500.0,10.0,+0.18%,1000.0,506.0,19289.0,265.0
393.0,HDC,6760.0,80.0,+1.20%,5000.0,50449.0,115923.0,1585.0
394.0,KEC,2780.0,275.0,-9.00%,500.0,2562.0,4011.0,180.0
395.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,96.0,279.0,-49.0
396.0,코오롱플라스틱,10390.0,210.0,-1.98%,1000.0,5181.0,3870.0,460.0
397.0,아세아시멘트,10130.0,110.0,+1.10%,500.0,10401.0,20400.0,1180.0
398.0,신영증권우,55800.0,700.0,-1.24%,5000.0,,,
399.0,휴스틸,6870.0,90.0,+1.33%,1000.0,10309.0,12064.0,2892.0
400.0,KODEX 단기변동금리부채권액티브,106225.0,10.0,+0.01%,0.0,,,
401.0,맵스리얼티1,4130.0,45.0,+1.10%,0.0,,,
402.0,풀무원,10030.0,0.0,0.00%,500.0,28383.0,20492.0,263.0
403.0,잇츠한불,17410.0,40.0,+0.23%,500.0,1307.0,4862.0,48.0
404.0,코리아써키트,16060.0,610.0,-3.66%,500.0,15969.0,12934.0,992.0
405.0,에이프로젠,1491.0,19.0,-1.26%,500.0,783.0,5999.0,-1193.0
406.0,신성이엔지,1833.0,70.0,+3.97%,500.0,6641.0,5776.0,210.0
407.0,스카이라이프,7810.0,80.0,-1.01%,2500.0,10342.0,13613.0,632.0
408.0,일성신약,139900.0,400.0,+0.29%,5000.0,612.0,4944.0,13.0
409.0,세아제강,130300.0,300.0,+0.23%,5000.0,18018.0,14651.0,2152.0
410.0,서연이화,13670.0,410.0,+3.09%,500.0,28453.0,19303.0,1507.0
411.0,조선내화,92300.0,3500.0,+3.94%,5000.0,7980.0,16204.0,226.0
412.0,TYM,2375.0,15.0,+0.64%,500.0,11661.0,7821.0,1220.0
413.0,SK렌터카,7630.0,380.0,+5.24%,500.0,12465.0,33420.0,951.0
414.0,KOSEF 국고채10년,111790.0,80.0,-0.07%,0.0,,,
415.0,한일홀딩스,11440.0,170.0,+1.51%,1000.0,19656.0,32680.0,1325.0
416.0,풍산홀딩스,35100.0,450.0,-1.27%,5000.0,3877.0,11428.0,802.0
417.0,TIGER 일본니케이225,16225.0,20.0,-0.12%,0.0,,,
418.0,한국자산신탁,2810.0,5.0,-0.18%,500.0,2125.0,12647.0,1479.0
419.0,웅진씽크빅,3000.0,35.0,-1.15%,500.0,9333.0,7908.0,276.0
420.0,현대퓨처넷,3135.0,5.0,-0.16%,500.0,1542.0,9153.0,95.0
421.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9935.0,100.0,+1.02%,0.0,,,
422.0,한일현대시멘트,17770.0,540.0,+3.13%,5000.0,4712.0,6491.0,352.0
423.0,신대양제지,85000.0,1000.0,+1.19%,5000.0,6764.0,8845.0,509.0
424.0,CJ4우(전환),80800.0,300.0,+0.37%,5000.0,,,
425.0,서흥,29450.0,150.0,+0.51%,500.0,6350.0,9264.0,620.0
426.0,퍼시스,29600.0,250.0,+0.85%,1000.0,3813.0,5448.0,327.0
427.0,신도리코,33700.0,350.0,+1.05%,5000.0,3782.0,10385.0,-22.0
428.0,DB,1685.0,229.0,+15.73%,500.0,4013.0,4143.0,236.0
429.0,유나이티드제약,20850.0,150.0,-0.71%,500.0,2625.0,4179.0,482.0
430.0,SK증권,706.0,1.0,-0.14%,500.0,10652.0,63714.0,508.0
431.0,한국토지신탁,1319.0,18.0,+1.38%,1000.0,2255.0,17214.0,895.0
432.0,아이마켓코리아,9930.0,30.0,-0.30%,500.0,35882.0,12250.0,563.0
433.0,E1,48350.0,650.0,+1.36%,5000.0,79908.0,43397.0,2787.0
434.0,흥아해운,1379.0,11.0,+0.80%,500.0,1779.0,3171.0,297.0
435.0,세진중공업,5810.0,50.0,+0.87%,500.0,4101.0,5518.0,249.0
436.0,YG PLUS,5180.0,40.0,-0.77%,500.0,1402.0,2414.0,103.0
437.0,교보증권,5080.0,10.0,-0.20%,5000.0,40659.0,134173.0,517.0
438.0,HL홀딩스,31300.0,50.0,+0.16%,5000.0,12771.0,22799.0,858.0
439.0,KISCO홀딩스,20250.0,560.0,+2.84%,1000.0,18106.0,17359.0,1979.0
440.0,한화리츠,4635.0,75.0,+1.64%,500.0,,3.0,0.0
441.0,조광피혁,49200.0,350.0,+0.72%,5000.0,1220.0,4420.0,5.0
442.0,SIMPAC,4995.0,35.0,-0.70%,500.0,6722.0,9651.0,1189.0
443.0,LG헬로비전,4200.0,5.0,+0.12%,2500.0,11679.0,14280.0,538.0
444.0,대한제강,13190.0,510.0,-3.72%,1000.0,21416.0,12205.0,2154.0
445.0,다올투자증권,5380.0,130.0,+2.48%,5000.0,7799.0,92292.0,1482.0
446.0,한농화성,20700.0,50.0,-0.24%,500.0,2394.0,2254.0,45.0
447.0,대신증권우,12430.0,100.0,+0.81%,5000.0,,,
448.0,이연제약,17930.0,390.0,-2.13%,500.0,1540.0,4847.0,96.0
449.0,수산인더스트리,22500.0,400.0,+1.81%,200.0,3035.0,5772.0,506.0
450.0,일양약품,16810.0,50.0,+0.30%,2500.0,3838.0,4982.0,404.0
451.0,유니퀘스트,11690.0,390.0,-3.23%,500.0,7395.0,6107.0,409.0
452.0,아세아제지,35550.0,0.0,0.00%,5000.0,10234.0,10349.0,1094.0
453.0,남선알미늄,2465.0,5.0,-0.20%,500.0,2557.0,4012.0,-25.0
454.0,대원제약,14390.0,100.0,-0.69%,500.0,4789.0,4536.0,430.0
455.0,농심홀딩스,68000.0,1400.0,+2.10%,5000.0,6746.0,13891.0,528.0
456.0,이리츠코크렙,4970.0,70.0,+1.43%,500.0,217.0,6930.0,167.0
457.0,한화3우B,13990.0,50.0,+0.36%,5000.0,,,
458.0,신성통상,2180.0,50.0,+2.35%,500.0,14658.0,10228.0,1399.0
459.0,아세아,142900.0,0.0,0.00%,5000.0,20723.0,31824.0,2326.0
460.0,지역난방공사,26900.0,0.0,0.00%,5000.0,41730.0,74781.0,-4039.0
461.0,삼익THK,14630.0,1000.0,-6.40%,500.0,3391.0,4440.0,206.0
462.0,한진,20400.0,50.0,+0.25%,5000.0,28494.0,40932.0,1145.0
463.0,방림,7200.0,90.0,-1.23%,500.0,1558.0,2652.0,21.0
464.0,KODEX 코스피,25565.0,170.0,+0.67%,0.0,,,
465.0,환인제약,16340.0,20.0,+0.12%,500.0,1989.0,3694.0,298.0
466.0,락앤락,6040.0,60.0,-0.98%,500.0,5212.0,7085.0,23.0
467.0,HJ중공업,3640.0,15.0,+0.41%,5000.0,17882.0,25677.0,66.0
468.0,일신방직,129800.0,600.0,+0.46%,5000.0,5931.0,11767.0,-160.0
469.0,모토닉,9080.0,190.0,+2.14%,500.0,2239.0,4641.0,138.0
470.0,LX하우시스,33400.0,250.0,+0.75%,5000.0,36112.0,24837.0,149.0
471.0,한국철강,7050.0,40.0,-0.56%,1000.0,10642.0,9387.0,1215.0
472.0,삼양패키징,18940.0,70.0,-0.37%,5000.0,4074.0,6426.0,237.0
473.0,한국쉘석유,230000.0,500.0,+0.22%,5000.0,3016.0,1723.0,351.0
474.0,케이씨,21900.0,50.0,+0.23%,500.0,8580.0,10046.0,1012.0
475.0,DL건설,13370.0,70.0,+0.53%,5000.0,19624.0,17468.0,811.0
476.0,삼진제약,21200.0,100.0,-0.47%,1000.0,2740.0,4066.0,232.0
477.0,STX엔진,12780.0,80.0,-0.62%,2500.0,5440.0,8534.0,-88.0
478.0,경방,10710.0,120.0,-1.11%,500.0,3892.0,12483.0,319.0
479.0,알루코,3255.0,70.0,-2.11%,500.0,6454.0,8169.0,346.0
480.0,SNT다이내믹스,8730.0,90.0,+1.04%,2500.0,4080.0,9310.0,258.0
481.0,광동제약,5520.0,10.0,-0.18%,1000.0,14315.0,9320.0,382.0
482.0,한미글로벌,26400.0,2550.0,-8.81%,500.0,3744.0,3731.0,307.0
483.0,테이팩스,61000.0,1000.0,-1.61%,500.0,1823.0,1976.0,255.0
484.0,롯데하이마트,12180.0,160.0,+1.33%,5000.0,33368.0,24642.0,-520.0
485.0,KODEX 반도체,29130.0,180.0,+0.62%,0.0,,,
486.0,한국콜마홀딩스,15290.0,110.0,-0.71%,500.0,6499.0,12691.0,330.0
487.0,대한방직,53100.0,0.0,0.00%,1000.0,1915.0,2106.0,-39.0
488.0,KODEX 은행,6225.0,45.0,+0.73%,0.0,,,
489.0,미래에셋 레버리지 원유선물혼합 ETN(H),6845.0,140.0,+2.09%,0.0,,,
490.0,한솔제지,11770.0,90.0,+0.77%,5000.0,24580.0,22100.0,1302.0
491.0,현대차증권,8820.0,140.0,+1.61%,5000.0,8538.0,88061.0,1565.0
492.0,키다리스튜디오,7520.0,230.0,-2.97%,500.0,1694.0,3788.0,43.0
493.0,KBSTAR Fn수소경제테마,10025.0,295.0,+3.03%,0.0,,,
494.0,도화엔지니어링,8100.0,110.0,-1.34%,500.0,5558.0,5226.0,119.0
495.0,일진다이아,19190.0,370.0,+1.97%,1000.0,1868.0,5993.0,33.0
496.0,신세계 I&C,15840.0,160.0,-1.00%,500.0,5969.0,4829.0,375.0
497.0,제일약품,18520.0,210.0,-1.12%,500.0,7222.0,4569.0,-135.0
498.0,대동,11370.0,190.0,-1.64%,1000.0,14637.0,17138.0,883.0
499.0,광주신세계,34000.0,550.0,+1.64%,1000.0,1849.0,9135.0,656.0
500.0,코오롱글로벌,14240.0,100.0,+0.71%,5000.0,26021.0,28341.0,1667.0
501.0,BYC,430500.0,9500.0,-2.16%,5000.0,1697.0,6689.0,253.0
502.0,한전산업,8140.0,280.0,+3.56%,500.0,3460.0,1578.0,187.0
503.0,코오롱모빌리티그룹,4220.0,90.0,+2.18%,500.0,,,
504.0,동양,1108.0,11.0,-0.98%,500.0,7677.0,9836.0,79.0
505.0,대상홀딩스,7300.0,110.0,+1.53%,1000.0,52267.0,40153.0,1438.0
506.0,하나제약,14870.0,70.0,+0.47%,500.0,2108.0,3460.0,312.0
507.0,성신양회,10770.0,330.0,-2.97%,5000.0,10304.0,11876.0,18.0
508.0,에스엠벡셀,2370.0,35.0,+1.50%,500.0,1368.0,1496.0,34.0
509.0,그린케미칼,10980.0,140.0,-1.26%,500.0,3249.0,1966.0,172.0
510.0,KBSTAR 단기종합채권(AA-이상)액티브,103735.0,25.0,+0.02%,0.0,,,
511.0,NPC,7060.0,120.0,-1.67%,500.0,5446.0,5273.0,235.0
512.0,코오롱,20450.0,0.0,0.00%,5000.0,56599.0,44775.0,3110.0
513.0,HLB글로벌,6080.0,80.0,+1.33%,500.0,446.0,1202.0,-147.0
514.0,TRUE 인버스 2X 천연가스 선물 ETN(H),1740.0,35.0,+2.05%,0.0,,,
515.0,종근당홀딩스,50600.0,0.0,0.00%,2500.0,9090.0,13764.0,-329.0
516.0,아주스틸,9580.0,130.0,+1.38%,500.0,10562.0,7602.0,46.0
517.0,경동인베스트,107100.0,4600.0,+4.49%,5000.0,2755.0,5868.0,147.0
518.0,SNT홀딩스,15490.0,10.0,-0.06%,500.0,16295.0,25584.0,1447.0
519.0,SOL 종합채권(AA-이상)액티브,101995.0,235.0,-0.23%,0.0,,,
520.0,자이에스앤디,6430.0,0.0,0.00%,1000.0,24790.0,19527.0,1989.0
521.0,KBSTAR 미국나스닥100,12555.0,120.0,+0.97%,0.0,,,
522.0,포스코스틸리온,41200.0,2100.0,+5.37%,5000.0,12021.0,5545.0,382.0
523.0,삼영무역,13330.0,40.0,-0.30%,500.0,4925.0,6242.0,194.0
524.0,대성에너지,8900.0,220.0,-2.41%,1000.0,10209.0,8345.0,9.0
525.0,대한제분,144500.0,1800.0,+1.26%,5000.0,13682.0,13184.0,433.0
526.0,KBSTAR 코스피,25840.0,235.0,+0.92%,0.0,,,
527.0,한국금융지주우,41450.0,0.0,0.00%,5000.0,,,
528.0,유진투자증권,2475.0,50.0,+2.06%,5000.0,18216.0,80764.0,181.0
529.0,대한제당,2670.0,40.0,+1.52%,500.0,13781.0,12195.0,381.0
530.0,AK홀딩스,17880.0,380.0,+2.17%,5000.0,37880.0,50043.0,-218.0
531.0,삼부토건,1191.0,7.0,+0.59%,1000.0,4632.0,5118.0,-630.0
532.0,무림P&P,3745.0,25.0,-0.66%,2500.0,7741.0,16041.0,683.0
533.0,동화약품,8310.0,20.0,+0.24%,1000.0,3404.0,4611.0,299.0
534.0,TIGER 리츠부동산인프라,4575.0,15.0,+0.33%,0.0,,,
535.0,사조대림,25250.0,400.0,-1.56%,5000.0,20188.0,11683.0,977.0
536.0,백광산업,5150.0,70.0,+1.38%,500.0,2327.0,4032.0,279.0
537.0,미원홀딩스,99200.0,0.0,0.00%,500.0,4993.0,4859.0,228.0
538.0,KPX케미칼,47450.0,100.0,-0.21%,5000.0,9836.0,7768.0,465.0
539.0,금호건설,6200.0,30.0,-0.48%,5000.0,20485.0,16912.0,559.0
540.0,삼성출판사,22900.0,100.0,-0.43%,500.0,517.0,2115.0,-9.0
541.0,디앤디플랫폼리츠,3540.0,0.0,0.00%,1000.0,200.0,8690.0,103.0
542.0,일진전기,6140.0,80.0,-1.29%,1000.0,11647.0,8395.0,315.0
543.0,대덕,6690.0,10.0,-0.15%,500.0,16619.0,19034.0,1969.0
544.0,교촌에프앤비,9030.0,30.0,-0.33%,500.0,5175.0,3050.0,88.0
545.0,일진홀딩스,4550.0,25.0,-0.55%,1000.0,14339.0,15861.0,449.0
546.0,KBSTAR ESG사회책임투자,10385.0,85.0,+0.83%,0.0,,,
547.0,스틱인베스트먼트,5380.0,90.0,-1.65%,500.0,604.0,2539.0,103.0
548.0,KPX홀딩스,52700.0,100.0,-0.19%,5000.0,12404.0,18199.0,555.0
549.0,금호석유우,73400.0,600.0,+0.82%,5000.0,,,
550.0,TIGER 차이나CSI300,10030.0,100.0,+1.01%,0.0,,,
551.0,대교,2610.0,5.0,+0.19%,500.0,6831.0,6667.0,-500.0
552.0,KODEX 국고채3년,57725.0,10.0,+0.02%,0.0,,,
553.0,AJ네트웍스,4710.0,45.0,+0.96%,1000.0,12084.0,14814.0,754.0
554.0,JW홀딩스,3040.0,10.0,-0.33%,500.0,8645.0,11576.0,1033.0
555.0,동성케미컬,4435.0,10.0,-0.22%,1000.0,9260.0,8188.0,453.0
556.0,넥센,4115.0,5.0,+0.12%,500.0,30040.0,47269.0,-225.0
557.0,현대차3우B,91300.0,1700.0,+1.90%,5000.0,,,
558.0,SOL 200TR,11445.0,145.0,+1.28%,0.0,,,
559.0,태경비케이,7900.0,310.0,-3.78%,500.0,3451.0,3612.0,319.0
560.0,삼성 인버스 2X WTI원유 선물 ETN,145.0,5.0,-3.33%,0.0,,,
561.0,이월드,1526.0,9.0,-0.59%,1000.0,1265.0,4317.0,146.0
562.0,KODEX 골드선물(H),12945.0,100.0,+0.78%,0.0,,,
563.0,현대코퍼레이션,16340.0,180.0,+1.11%,5000.0,61270.0,18313.0,668.0
564.0,GS글로벌,2615.0,30.0,-1.13%,2500.0,50709.0,14194.0,705.0
565.0,하이트진로홀딩스,9280.0,30.0,+0.32%,5000.0,24843.0,39450.0,2025.0
566.0,KODEX K-메타버스액티브,8260.0,40.0,-0.48%,0.0,,,
567.0,KBSTAR 미국S&P500,11545.0,65.0,+0.57%,0.0,,,
568.0,대원강업,3460.0,25.0,+0.73%,500.0,10245.0,10104.0,221.0
569.0,사조산업,42850.0,150.0,+0.35%,5000.0,6610.0,11666.0,552.0
570.0,에이프로젠바이오로직스,365.0,5.0,-1.35%,500.0,652.0,6761.0,-54.0
571.0,삼성전기우,73500.0,100.0,-0.14%,5000.0,,,
572.0,이아이디,1834.0,99.0,-5.12%,200.0,2692.0,5662.0,-128.0
573.0,LS전선아시아,6910.0,30.0,-0.43%,500.0,8185.0,5067.0,275.0
574.0,두산우,52900.0,200.0,+0.38%,5000.0,,,
575.0,화승인더,3810.0,5.0,+0.13%,500.0,19130.0,17795.0,733.0
576.0,태경산업,7200.0,90.0,-1.23%,500.0,7334.0,6250.0,549.0
577.0,만호제강,50700.0,400.0,+0.80%,1000.0,2537.0,2570.0,2.0
578.0,한신기계,6450.0,200.0,+3.20%,500.0,560.0,1157.0,-41.0
579.0,신한서부티엔디리츠,3740.0,85.0,+2.33%,1000.0,149.0,5809.0,94.0
580.0,KBSTAR KIS국고채30년Enhanced,72170.0,635.0,-0.87%,0.0,,,
581.0,한독,15050.0,160.0,+1.07%,500.0,5438.0,8711.0,285.0
582.0,TIGER 차이나과창판STAR50(합성),8230.0,225.0,+2.81%,0.0,,,
583.0,CJ제일제당 우,155500.0,3500.0,+2.30%,5000.0,,,
584.0,선진,8630.0,10.0,-0.12%,500.0,18708.0,13336.0,706.0
585.0,부국증권,19750.0,10.0,-0.05%,5000.0,7411.0,16474.0,1016.0
586.0,TIGER 중장기국채,49130.0,85.0,-0.17%,0.0,,,
587.0,흥국화재,3180.0,5.0,+0.16%,5000.0,45146.0,137623.0,771.0
588.0,S-Oil우,50700.0,200.0,+0.40%,2500.0,,,
589.0,TIGER KRX BBIG K-뉴딜,6885.0,75.0,+1.10%,0.0,,,
590.0,백산,8680.0,70.0,-0.80%,500.0,4759.0,3389.0,503.0
591.0,에이블씨엔씨,7490.0,70.0,+0.94%,500.0,2479.0,1954.0,100.0
592.0,ARIRANG 코스피TR,13110.0,150.0,+1.16%,0.0,,,
593.0,HDC랩스,7750.0,30.0,-0.39%,500.0,6107.0,3826.0,123.0
594.0,KBSTAR 200TR,17320.0,215.0,+1.26%,0.0,,,
595.0,아모레G3우(전환),28150.0,200.0,+0.72%,500.0,,,
596.0,ACE 단기통안채,101095.0,0.0,0.00%,0.0,,,
597.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),79670.0,2105.0,+2.71%,0.0,,,
598.0,우진,9790.0,570.0,+6.18%,500.0,1241.0,2271.0,119.0
599.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),79430.0,1625.0,+2.09%,0.0,,,
600.0,경농,10150.0,30.0,-0.29%,500.0,3616.0,4486.0,410.0
601.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),79185.0,1625.0,+2.10%,0.0,,,
602.0,서연,8430.0,60.0,+0.72%,500.0,32515.0,23235.0,1886.0
603.0,경인양행,4755.0,60.0,-1.25%,500.0,4026.0,5483.0,281.0
604.0,한솔테크닉스,6120.0,40.0,-0.65%,5000.0,16474.0,10719.0,551.0
605.0,태림포장,2745.0,25.0,-0.90%,500.0,7840.0,6512.0,309.0
606.0,TIGER 코스피,25930.0,265.0,+1.03%,0.0,,,
607.0,예스코홀딩스,31800.0,650.0,-2.00%,5000.0,14715.0,14914.0,3.0
608.0,ACE 베트남VN30(합성),17110.0,110.0,+0.65%,0.0,,,
609.0,대창단조,6570.0,110.0,-1.65%,500.0,4215.0,3382.0,499.0
610.0,삼영전자,9370.0,70.0,+0.75%,500.0,2278.0,5393.0,163.0
611.0,대성산업,4135.0,5.0,-0.12%,5000.0,18713.0,18246.0,483.0
612.0,KSS해운,8060.0,30.0,-0.37%,500.0,4454.0,16592.0,695.0
613.0,LG우,61500.0,1300.0,+2.16%,5000.0,,,
614.0,LS네트웍스,2355.0,5.0,+0.21%,5000.0,3629.0,13004.0,80.0
615.0,JW생명과학,11660.0,40.0,+0.34%,2500.0,1889.0,2529.0,271.0
616.0,KODEX 미국나스닥100레버리지(합성 H),5360.0,100.0,+1.90%,0.0,,,
617.0,코람코더원리츠,4455.0,75.0,+1.71%,500.0,69.0,5173.0,45.0
618.0,해태제과식품,6180.0,0.0,0.00%,500.0,5677.0,6549.0,260.0
619.0,한세예스24홀딩스,4495.0,25.0,-0.55%,500.0,33221.0,20370.0,1929.0
620.0,TIGER Fn메타버스,7945.0,10.0,-0.13%,0.0,,,
621.0,KBSTAR IT플러스,17565.0,135.0,+0.77%,0.0,,,
622.0,제이에스코퍼레이션,13440.0,370.0,-2.68%,100.0,9751.0,5338.0,815.0
623.0,ARIRANG 고배당주,11900.0,160.0,+1.36%,0.0,,,
624.0,진흥기업,1231.0,13.0,-1.05%,500.0,6289.0,4517.0,507.0
625.0,NI스틸,6250.0,150.0,+2.46%,500.0,3554.0,3974.0,677.0
626.0,KODEX 미국채울트라30년선물(H),8980.0,20.0,+0.22%,0.0,,,
627.0,제일파마홀딩스,11090.0,260.0,-2.29%,500.0,7930.0,8657.0,-75.0
628.0,세종공업,6360.0,10.0,-0.16%,500.0,18589.0,11494.0,321.0
629.0,동아지질,12440.0,40.0,-0.32%,500.0,2663.0,3723.0,-306.0
630.0,아남전자,2260.0,80.0,-3.42%,500.0,4804.0,2708.0,206.0
631.0,삼성제약,2590.0,15.0,+0.58%,500.0,518.0,1179.0,-140.0
632.0,신세계푸드,44900.0,150.0,-0.33%,5000.0,14113.0,9039.0,206.0
633.0,TIGER 여행레저,4255.0,10.0,+0.24%,0.0,,,
634.0,STX중공업,6060.0,60.0,+1.00%,2500.0,1793.0,4163.0,113.0
635.0,유수홀딩스,6640.0,20.0,+0.30%,2500.0,5576.0,5249.0,296.0
636.0,HANARO MSCI Korea TR,13715.0,205.0,+1.52%,0.0,,,
